Census year,CLUE small area,ANZSIC indusrty,CLUE industry,Business size,Total establishments,Total jobs
2022,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Small business,119,906
2022,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Medium business,56,2843
2022,City of Melbourne (total),Wholesale Trade,Wholesale Trade,Non employing,6,0
2021,City of Melbourne (total),Accommodation and Food Services,Accommodation,Small business,161,1206
2021,City of Melbourne (total),"Agriculture, Forestry and Fishing",Agriculture and Mining,Non employing,1,
2021,City of Melbourne (total),"Agriculture, Forestry and Fishing",Agriculture and Mining,Medium business,3,219
2021,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Non employing,255,0
2021,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Medium business,103,6194
2021,City of Melbourne (total),Construction,Construction,Large business,7,1907
2021,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Non employing,153,0
2021,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Medium business,15,988
2021,City of Melbourne (total),Financial and Insurance Services,Finance and Insurance,Large business,49,51333
2021,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Medium business,161,7842
2021,City of Melbourne (total),Information Media and Telecommunications,Information Media and Telecommunications,Small business,102,754
2021,City of Melbourne (total),Manufacturing,Manufacturing,Non employing,6,0
2021,City of Melbourne (total),Mining,Agriculture and Mining,Small business,17,121
2021,City of Melbourne (total),Other Services,Other Services,Small business,1153,5160
2021,City of Melbourne (total),Other Services,Other Services,Medium business,112,5324
2021,City of Melbourne (total),Other Services,Other Services,Large business,4,1452
2021,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Non employing,12,0
2021,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Non employing,12,0
2021,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Non employing,12,0
2021,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Small business,273,1722
2021,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Non employing,1,
2021,City of Melbourne (total),Retail Trade,Retail Trade,Large business,5,2968
2021,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Small business,137,904
2021,City of Melbourne (total),Wholesale Trade,Wholesale Trade,Non employing,7,0
2021,City of Melbourne (total),Wholesale Trade,Wholesale Trade,Small business,265,1555
2021,City of Melbourne (total),Wholesale Trade,Wholesale Trade,Large business,6,1966
2020,City of Melbourne (total),Accommodation and Food Services,Accommodation,Large business,10,3603
2020,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Non employing,8,0
2020,City of Melbourne (total),"Agriculture, Forestry and Fishing",Agriculture and Mining,Small business,12,48
2020,City of Melbourne (total),"Agriculture, Forestry and Fishing",Agriculture and Mining,Medium business,4,247
2020,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Large business,20,18665
2020,City of Melbourne (total),Construction,Construction,Non employing,18,0
2020,City of Melbourne (total),Construction,Construction,Small business,228,1624
2020,City of Melbourne (total),Education and Training,Education and Training,Large business,23,7402
2020,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Non employing,151,0
2020,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Non employing,12,0
2020,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Small business,845,4865
2020,City of Melbourne (total),Information Media and Telecommunications,Information Media and Telecommunications,Small business,114,829
2020,City of Melbourne (total),Manufacturing,Manufacturing,Small business,355,1618
2020,City of Melbourne (total),Manufacturing,Manufacturing,Medium business,57,3503
2020,City of Melbourne (total),Manufacturing,Manufacturing,Large business,15,8459
2020,City of Melbourne (total),Mining,Agriculture and Mining,Small business,23,156
2020,City of Melbourne (total),Mining,Agriculture and Mining,Medium business,4,152
2020,City of Melbourne (total),Mining,Agriculture and Mining,Large business,5,2304
2020,City of Melbourne (total),Other Services,Other Services,Small business,1182,5370
2020,City of Melbourne (total),Other Services,Other Services,Medium business,112,5495
2020,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Small business,99,806
2020,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Large business,49,35190
2020,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Small business,295,1828
2020,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Non employing,2,
2020,City of Melbourne (total),Retail Trade,Retail Trade,Small business,1737,9231
2020,City of Melbourne (total),Retail Trade,Retail Trade,Medium business,111,5065
2020,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Non employing,45,0
2019,City of Melbourne (total),Accommodation and Food Services,Food and Beverage Services,Non employing,18,0
2019,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Non employing,9,0
2019,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Large business,11,4872
2019,City of Melbourne (total),"Agriculture, Forestry and Fishing",Agriculture and Mining,Small business,13,54
2019,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Large business,20,18864
2019,City of Melbourne (total),Construction,Construction,Small business,274,1962
2019,City of Melbourne (total),Education and Training,Education and Training,Small business,377,2997
2019,City of Melbourne (total),Education and Training,Education and Training,Medium business,241,15264
2019,City of Melbourne (total),Education and Training,Education and Training,Large business,26,8582
2019,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Medium business,17,1149
2019,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Large business,12,11119
2019,City of Melbourne (total),Financial and Insurance Services,Finance and Insurance,Non employing,2,
2019,City of Melbourne (total),Financial and Insurance Services,Finance and Insurance,Large business,55,52326
2019,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Non employing,15,0
2019,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Large business,23,30197
2019,City of Melbourne (total),Information Media and Telecommunications,Information Media and Telecommunications,Non employing,15,0
2019,City of Melbourne (total),Information Media and Telecommunications,Information Media and Telecommunications,Medium business,77,3945
2019,City of Melbourne (total),Manufacturing,Manufacturing,Small business,398,1844
2019,City of Melbourne (total),Mining,Agriculture and Mining,Small business,27,174
2019,City of Melbourne (total),Mining,Agriculture and Mining,Medium business,5,172
2019,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Non employing,5,0
2019,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Medium business,677,35958
2019,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Small business,113,940
2019,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Medium business,135,10518
2019,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Large business,51,35998
2019,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Non employing,14,0
2019,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Small business,336,2148
2019,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Non employing,1,
2019,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Small business,44,274
2019,City of Melbourne (total),Retail Trade,Retail Trade,Non employing,23,0
2019,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Small business,184,1198
2018,City of Melbourne (total),Accommodation and Food Services,Accommodation,Non employing,49,0
2018,City of Melbourne (total),Accommodation and Food Services,Accommodation,Small business,141,1117
2018,City of Melbourne (total),Accommodation and Food Services,Food and Beverage Services,Non employing,21,0
2018,City of Melbourne (total),Accommodation and Food Services,Food and Beverage Services,Small business,2405,17717
2018,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Small business,453,2955
2018,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Medium business,145,7981
2018,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Large business,11,4636
2018,City of Melbourne (total),"Agriculture, Forestry and Fishing",Agriculture and Mining,Small business,10,37
2018,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Medium business,95,6158
2018,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Large business,19,18758
2018,City of Melbourne (total),Construction,Construction,Medium business,84,3759
2018,City of Melbourne (total),Construction,Construction,Large business,4,956
2018,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Large business,12,11371
2018,City of Melbourne (total),Financial and Insurance Services,Finance and Insurance,Large business,47,49432
2018,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Non employing,15,0
2018,City of Melbourne (total),Information Media and Telecommunications,Information Media and Telecommunications,Non employing,16,0
2018,City of Melbourne (total),Mining,Agriculture and Mining,Small business,28,183
2018,City of Melbourne (total),Mining,Agriculture and Mining,Medium business,9,353
2018,City of Melbourne (total),Other Services,Other Services,Non employing,188,0
2018,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Non employing,9,0
2018,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Small business,2141,13929
2018,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Medium business,115,8854
2018,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Large business,6,2224
2018,City of Melbourne (total),Retail Trade,Retail Trade,Medium business,133,6487
2018,City of Melbourne (total),Retail Trade,Retail Trade,Large business,5,2968
2018,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Small business,196,1278
2018,City of Melbourne (total),Wholesale Trade,Wholesale Trade,Small business,330,1871
2018,City of Melbourne (total),Wholesale Trade,Wholesale Trade,Large business,6,2045
2017,City of Melbourne (total),Accommodation and Food Services,Accommodation,Large business,10,3740
2017,City of Melbourne (total),Accommodation and Food Services,Food and Beverage Services,Non employing,20,0
2017,City of Melbourne (total),Accommodation and Food Services,Food and Beverage Services,Small business,2359,17619
2017,City of Melbourne (total),Accommodation and Food Services,Food and Beverage Services,Medium business,348,13249
2017,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Small business,473,3071
2017,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Medium business,133,7433
2017,City of Melbourne (total),Construction,Construction,Non employing,14,0
2017,City of Melbourne (total),Education and Training,Education and Training,Non employing,31,0
2017,City of Melbourne (total),Education and Training,Education and Training,Small business,371,2827
2017,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Non employing,147,0
2017,City of Melbourne (total),Financial and Insurance Services,Finance and Insurance,Non employing,4,0
2017,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Non employing,14,0
2017,City of Melbourne (total),Information Media and Telecommunications,Information Media and Telecommunications,Small business,152,1122
2017,City of Melbourne (total),Information Media and Telecommunications,Information Media and Telecommunications,Medium business,80,4479
2017,City of Melbourne (total),Manufacturing,Manufacturing,Non employing,11,0
2017,City of Melbourne (total),Mining,Agriculture and Mining,Medium business,8,373
2017,City of Melbourne (total),Mining,Agriculture and Mining,Large business,4,2762
2017,City of Melbourne (total),Other Services,Other Services,Non employing,196,0
2017,City of Melbourne (total),Other Services,Other Services,Small business,1280,5912
2017,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Non employing,14,0
2017,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Non employing,11,0
2017,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Medium business,61,3187
2017,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Non employing,1,
2017,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Small business,55,332
2017,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Medium business,7,170
2017,City of Melbourne (total),Retail Trade,Retail Trade,Large business,6,2781
2017,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Small business,203,1351
2017,City of Melbourne (total),Wholesale Trade,Wholesale Trade,Small business,352,1989
2016,City of Melbourne (total),Accommodation and Food Services,Accommodation,Non employing,50,0
2016,City of Melbourne (total),Accommodation and Food Services,Accommodation,Large business,12,4932
2016,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Small business,505,3225
2016,City of Melbourne (total),"Agriculture, Forestry and Fishing",Agriculture and Mining,Small business,9,45
2016,City of Melbourne (total),"Agriculture, Forestry and Fishing",Agriculture and Mining,Medium business,5,385
2016,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Non employing,236,0
2016,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Small business,277,1406
2016,City of Melbourne (total),Construction,Construction,Non employing,12,0
2016,City of Melbourne (total),Education and Training,Education and Training,Small business,351,2615
2016,City of Melbourne (total),Education and Training,Education and Training,Medium business,234,13938
2016,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Non employing,148,0
2016,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Large business,11,8827
2016,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Non employing,10,0
2016,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Small business,970,5318
2016,City of Melbourne (total),Information Media and Telecommunications,Information Media and Telecommunications,Non employing,22,0
2016,City of Melbourne (total),Manufacturing,Manufacturing,Medium business,64,3307
2016,City of Melbourne (total),Mining,Agriculture and Mining,Small business,30,200
2016,City of Melbourne (total),Mining,Agriculture and Mining,Medium business,8,449
2016,City of Melbourne (total),Other Services,Other Services,Small business,1280,5941
2016,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Small business,2128,13493
2016,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Non employing,4,0
2016,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Medium business,52,2727
2016,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Large business,2,
2016,City of Melbourne (total),Retail Trade,Retail Trade,Medium business,120,5582
2016,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Large business,20,10731
2016,City of Melbourne (total),Wholesale Trade,Wholesale Trade,Non employing,9,0
2015,City of Melbourne (total),Accommodation and Food Services,Accommodation,Small business,135,1153
2015,City of Melbourne (total),Accommodation and Food Services,Food and Beverage Services,Large business,7,5363
2015,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Non employing,17,0
2015,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Small business,500,3058
2015,City of Melbourne (total),"Agriculture, Forestry and Fishing",Agriculture and Mining,Small business,12,85
2015,City of Melbourne (total),"Agriculture, Forestry and Fishing",Agriculture and Mining,Medium business,3,334
2015,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Non employing,222,0
2015,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Large business,18,16259
2015,City of Melbourne (total),Education and Training,Education and Training,Small business,308,2371
2015,City of Melbourne (total),Information Media and Telecommunications,Information Media and Telecommunications,Non employing,22,0
2015,City of Melbourne (total),Manufacturing,Manufacturing,Medium business,72,3434
2015,City of Melbourne (total),Mining,Agriculture and Mining,Small business,37,251
2015,City of Melbourne (total),Mining,Agriculture and Mining,Medium business,8,407
2015,City of Melbourne (total),Other Services,Other Services,Large business,8,2108
2015,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Medium business,554,27764
2015,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Non employing,15,0
2015,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Large business,1,
2015,City of Melbourne (total),Retail Trade,Retail Trade,Small business,2281,11808
2015,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Medium business,76,4232
2015,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Large business,18,8823
2014,City of Melbourne (total),Accommodation and Food Services,Accommodation,Large business,10,4408
2014,City of Melbourne (total),Accommodation and Food Services,Food and Beverage Services,Large business,6,6944
2014,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Non employing,18,0
2014,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Medium business,112,5887
2014,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Small business,270,1361
2014,City of Melbourne (total),Education and Training,Education and Training,Medium business,171,10034
2014,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Small business,10,60
2014,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Medium business,15,883
2014,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Large business,11,6855
2014,City of Melbourne (total),Financial and Insurance Services,Finance and Insurance,Small business,673,4389
2014,City of Melbourne (total),Financial and Insurance Services,Finance and Insurance,Large business,46,46931
2014,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Non employing,8,0
2014,City of Melbourne (total),Information Media and Telecommunications,Information Media and Telecommunications,Non employing,18,0
2014,City of Melbourne (total),Manufacturing,Manufacturing,Non employing,17,0
2014,City of Melbourne (total),Other Services,Other Services,Large business,7,1857
2014,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Non employing,1,
2014,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Medium business,123,9231
2014,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Large business,47,30389
2014,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Small business,276,1690
2014,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Medium business,42,2432
2014,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Large business,1,
2014,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Small business,60,392
2014,City of Melbourne (total),Retail Trade,Retail Trade,Medium business,99,5114
2014,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Large business,19,8971
2013,City of Melbourne (total),Accommodation and Food Services,Accommodation,Large business,11,4693
2013,City of Melbourne (total),Accommodation and Food Services,Food and Beverage Services,Non employing,19,0
2013,City of Melbourne (total),Accommodation and Food Services,Food and Beverage Services,Medium business,304,10941
2013,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Large business,7,4776
2013,City of Melbourne (total),"Agriculture, Forestry and Fishing",Agriculture and Mining,Non employing,1,
2013,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Non employing,211,0
2013,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Small business,261,1309
2013,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Medium business,96,5791
2013,City of Melbourne (total),Construction,Construction,Non employing,15,0
2013,City of Melbourne (total),Construction,Construction,Medium business,72,3503
2013,City of Melbourne (total),Construction,Construction,Large business,2,
2013,City of Melbourne (total),Education and Training,Education and Training,Medium business,175,10257
2013,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Non employing,153,0
2013,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Small business,15,104
2013,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Medium business,17,1206
2013,City of Melbourne (total),Financial and Insurance Services,Finance and Insurance,Medium business,191,11221
2013,City of Melbourne (total),Financial and Insurance Services,Finance and Insurance,Large business,51,44831
2013,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Non employing,10,0
2013,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Medium business,110,5237
2013,City of Melbourne (total),Information Media and Telecommunications,Information Media and Telecommunications,Small business,188,1263
2013,City of Melbourne (total),Information Media and Telecommunications,Information Media and Telecommunications,Large business,30,25299
2013,City of Melbourne (total),Manufacturing,Manufacturing,Non employing,11,0
2013,City of Melbourne (total),Manufacturing,Manufacturing,Small business,471,2058
2013,City of Melbourne (total),Manufacturing,Manufacturing,Large business,14,9742
2013,City of Melbourne (total),Mining,Agriculture and Mining,Small business,41,258
2013,City of Melbourne (total),Mining,Agriculture and Mining,Medium business,9,489
2013,City of Melbourne (total),Other Services,Other Services,Medium business,90,4078
2013,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Medium business,525,27696
2013,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Large business,62,30636
2013,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Small business,102,743
2013,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Non employing,13,0
2013,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Large business,1,
2013,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Rental and Hiring Services,Non employing,3,0
2013,City of Melbourne (total),Retail Trade,Retail Trade,Medium business,98,4636
2013,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Non employing,50,0
2013,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Medium business,72,4029
2013,City of Melbourne (total),Wholesale Trade,Wholesale Trade,Non employing,10,0
2013,City of Melbourne (total),Wholesale Trade,Wholesale Trade,Small business,516,3798
2012,City of Melbourne (total),Accommodation and Food Services,Accommodation,Non employing,34,0
2012,City of Melbourne (total),Accommodation and Food Services,Accommodation,Large business,8,2937
2012,City of Melbourne (total),Accommodation and Food Services,Food and Beverage Services,Small business,1978,14369
2012,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Small business,561,3358
2012,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Large business,9,5101
2012,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Non employing,213,0
2012,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Small business,260,1318
2012,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Large business,17,16170
2012,City of Melbourne (total),Construction,Construction,Medium business,67,3231
2012,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Small business,908,4786
2012,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Large business,19,26976
2012,City of Melbourne (total),Information Media and Telecommunications,Information Media and Telecommunications,Non employing,16,0
2012,City of Melbourne (total),Manufacturing,Manufacturing,Non employing,10,0
2012,City of Melbourne (total),Manufacturing,Manufacturing,Medium business,69,3367
2012,City of Melbourne (total),Manufacturing,Manufacturing,Large business,16,11222
2012,City of Melbourne (total),Mining,Agriculture and Mining,Small business,46,319
2012,City of Melbourne (total),Mining,Agriculture and Mining,Large business,4,2369
2012,City of Melbourne (total),Other Services,Other Services,Non employing,162,0
2012,City of Melbourne (total),Other Services,Other Services,Small business,1186,5287
2012,City of Melbourne (total),Other Services,Other Services,Medium business,88,4413
2012,City of Melbourne (total),Other Services,Other Services,Large business,8,2020
2012,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Large business,68,33295
2012,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Non employing,5,0
2012,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Small business,100,763
2012,City of Melbourne (total),Public Administration and Safety,Public Administration and Safety,Medium business,127,9515
2012,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Medium business,36,1793
2012,City of Melbourne (total),Retail Trade,Retail Trade,Non employing,40,0
2012,City of Melbourne (total),Retail Trade,Retail Trade,Small business,2347,11775
2012,City of Melbourne (total),Retail Trade,Retail Trade,Large business,6,2945
2012,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Non employing,49,0
2012,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Large business,18,9003
2012,City of Melbourne (total),Wholesale Trade,Wholesale Trade,Small business,500,3660
2012,City of Melbourne (total),Wholesale Trade,Wholesale Trade,Large business,10,3502
2011,City of Melbourne (total),Accommodation and Food Services,Accommodation,Non employing,23,0
2011,City of Melbourne (total),Accommodation and Food Services,Accommodation,Medium business,80,4848
2011,City of Melbourne (total),Accommodation and Food Services,Food and Beverage Services,Large business,5,4200
2011,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Non employing,11,0
2011,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Medium business,131,6611
2011,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Large business,8,4771
2011,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Non employing,210,0
2011,City of Melbourne (total),Construction,Construction,Small business,213,1352
2011,City of Melbourne (total),Construction,Construction,Large business,2,
2011,City of Melbourne (total),Education and Training,Education and Training,Non employing,12,0
2011,City of Melbourne (total),Education and Training,Education and Training,Small business,308,2232
2011,City of Melbourne (total),Education and Training,Education and Training,Medium business,174,10414
2011,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Non employing,145,0
2011,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Medium business,19,1309
2011,City of Melbourne (total),Financial and Insurance Services,Finance and Insurance,Non employing,1,
2011,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Non employing,8,0
2011,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Medium business,101,4928
2011,City of Melbourne (total),Manufacturing,Manufacturing,Medium business,66,3465
2011,City of Melbourne (total),Other Services,Other Services,Non employing,151,0
2011,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Small business,2098,12577
2011,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Medium business,462,25042
2011,City of Melbourne (total),Retail Trade,Retail Trade,Non employing,30,0
2011,City of Melbourne (total),"Transport, Postal and Warehousing","Transport, Postal and Storage",Medium business,75,4374
2011,City of Melbourne (total),Wholesale Trade,Wholesale Trade,Large business,10,3526
2010,City of Melbourne (total),Accommodation and Food Services,Accommodation,Small business,141,1144
2010,City of Melbourne (total),Accommodation and Food Services,Food and Beverage Services,Large business,5,4200
2010,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Small business,579,3416
2010,City of Melbourne (total),Administrative and Support Services,Admin and Support Services,Medium business,132,6345
2010,City of Melbourne (total),Arts and Recreation Services,Arts and Recreation Services,Non employing,203,0
2010,City of Melbourne (total),Construction,Construction,Small business,204,1363
2010,City of Melbourne (total),Construction,Construction,Medium business,54,2604
2010,City of Melbourne (total),Construction,Construction,Large business,2,
2010,City of Melbourne (total),Education and Training,Education and Training,Medium business,170,10023
2010,City of Melbourne (total),Education and Training,Education and Training,Large business,23,10938
2010,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Small business,18,160
2010,City of Melbourne (total),"Electricity, Gas, Water and Waste Services","Electricity, Gas, Water and Waste Services",Large business,9,5417
2010,City of Melbourne (total),Financial and Insurance Services,Finance and Insurance,Small business,673,4562
2010,City of Melbourne (total),Financial and Insurance Services,Finance and Insurance,Medium business,185,11322
2010,City of Melbourne (total),Health Care and Social Assistance,Health Care and Social Assistance,Non employing,9,0
2010,City of Melbourne (total),Information Media and Telecommunications,Information Media and Telecommunications,Non employing,12,0
2010,City of Melbourne (total),Manufacturing,Manufacturing,Non employing,3,0
2010,City of Melbourne (total),Mining,Agriculture and Mining,Medium business,8,778
2010,City of Melbourne (total),Other Services,Other Services,Large business,4,1012
2010,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Non employing,15,0
2010,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Medium business,464,24465
2010,City of Melbourne (total),"Professional, Scientific and Technical Services",Business Services,Large business,72,33672
2010,City of Melbourne (total),"Rental, Hiring and Real Estate Services",Real Estate Services,Small business,235,1308
